02/01/2010;02/01/2010;1;200,0744598;4;FALSE;;;;;;;
10/01/2010;31/01/2010;1;200,0744598;4;FALSE;;;;;;;
10/01/2010;05/02/2010;2;199,5656039;4;TRUE;;;;;;;
20/01/2010;13/02/2010;1;199,5656039;4;FALSE;;;;;;;
08/02/2010;12/02/2010;1;199,5656039;4;FALSE;;;;;;;
13/02/2010;14/02/2010;1;199,5656039;4;FALSE;;;;;;;
18/02/2010;18/03/2010;1;198,4748892;4;FALSE;;;;;;;
12/03/2010;13/03/2010;1;198,4748892;4;FALSE;;;;;;;
16/03/2010;27/03/2010;1;198,4748892;4;FALSE;;;;;;;
12/10/2010;13/11/2010;1;197,3197725;4;FALSE;;;;;;;
05/11/2010;06/11/2010;1;197,3197725;4;FALSE;;;;;;;
10/11/2010;19/11/2010;2;197,3197725;4;FALSE;;;;;;;
12/11/2010;12/11/2010;1;197,3197725;4;FALSE;;;;;;;
27/11/2009;15/04/2010;3;196,8683671;4;FALSE;;;;;;;
25/03/2010;04/04/2010;2;196,8683671;4;FALSE;;;;;;;
02/04/2010;03/04/2010;1;196,8683671;4;FALSE;;;;;;;
07/04/2010;08/04/2010;1;196,8683671;4;FALSE;;;;;;;
21/04/2010;30/04/2010;2;196,8683671;4;FALSE;;;;;;;
26/04/2010;27/04/2010;1;196,8683671;4;FALSE;;;;;;;
05/11/2009;01/10/2010;2;196,850101;4;TRUE;;;;;;;
21/01/2010;15/10/2010;2;196,850101;4;FALSE;;;;;;;
05/03/2010;08/10/2010;2;196,850101;4;TRUE;;;;;;;
24/05/2010;01/10/2010;2;196,850101;4;FALSE;;;;;;;
13/07/2010;29/10/2010;2;196,850101;4;TRUE;;;;;;;
02/08/2010;08/10/2010;2;196,850101;4;FALSE;;;;;;;
01/09/2010;30/10/2010;1;196,850101;4;FALSE;;;;;;;
20/09/2010;06/10/2010;1;196,850101;4;FALSE;;;;;;;
24/09/2010;22/10/2010;2;196,850101;4;FALSE;;;;;;;
26/09/2010;10/10/2010;1;196,850101;4;FALSE;;;;;;;
01/10/2010;05/10/2010;1;196,850101;4;FALSE;;;;;;;
04/10/2010;26/10/2010;2;196,850101;4;FALSE;;;;;;;
05/10/2010;29/10/2010;1;196,850101;4;FALSE;;;;;;;
12/10/2010;28/10/2010;1;196,850101;4;FALSE;;;;;;;
20/10/2010;21/10/2010;1;196,850101;4;FALSE;;;;;;;
21/07/2010;15/09/2010;2;196,3854567;4;FALSE;;;;;;;
07/08/2010;02/09/2010;1;196,3854567;4;FALSE;;;;;;;
26/08/2010;24/09/2010;1;196,3854567;4;FALSE;;;;;;;
27/08/2010;17/09/2010;2;196,3854567;4;FALSE;;;;;;;
